word 	count	meaning	 posone 	 postwo 	 sentence 
pagkamatuod	9	in truth; in reality	mod.		 ngan ha atubangan han mga gobernador, ngan ha mga hadi kamo matukdaw tungud ha akon ha pagkamatuud ha ira
pagmata	9	1 wake up; to awaken 	v.	n.	 Ini nga pulong nagsusumat han kultura o, kun tiunan o kita nabaton han panginahanglan, pananglitan, nga makakaon katima naton pagmata ha aga
pagpalit	9	to buy (the act of doing the verb)	v.		 Nagdali dali hiya pagpalit hin pan de sal kay marasa ini nga ipamahaw kun mapaso pa ngan kun gin sasawsaw ha tsokolate – narururasa
pagtapo	9	to await; to meet; to intercept; to meet someone at a station; to stop somebody; to welcome; to withhold	v.		 \tGen 14 17 Ngan ginawas an hadi ha Sodoma pagtapo ha iya, taliwan pag-uli tikang han pamataya kanda Ke-dorlaomer ngan han mga hadi nga iya kaupud, didto ha Sabe nga amo an kanan Hadi Patag
pagtikang	9	the beginning; the start; the commencing	n.	v.	 “Bisan han pagtikang pala han operasyon han NICUA libre ngan ilegal na ini nga nakakakuha hin tagpira ka tonelada hin magnetite sand ha aton kalibungan pakadto ha iba nga nasud, asay pa ba yana nga kakunsabo na nira an mga LGU naton
pandesal	9	bread of salt; a kind of bread	n.		 hehehehehe d n iton maayad n dagitan AN SIDAY HAN MGA PRISO HA PROVENCIAL JAIL\" Tungod na makabibido an kapalaran provencial jail akon nasudlan, palibot hin pader ngan rehas na puthaw amun bungsaran alas 7 hit aga kami namamahaw, usa na pandesal ug luy-a na linappwahan amun pinamahaw,,,,salit ikaw sangkay ayaw pagpinasasaway kay bangin ka hasakub d ka mai
papatayon	9	will be killed; will be murdered	verb		 Amo ini an iya asawa ngan papatayon ako nira, kondi ikaw an pagbubuhion nira
papel	9	1 paper; document 2 role	v.		 May inmagi nga manatad tamsi may binanga nga papel
pinalit	9	bought (subject focus)	v.		 Gen 17 12 Ngan adton ha iyo mawalo na ka adlaw an panuigon pagsisirkunsi-sionan, an tagsa ka lalaki ha bug-os niyo nga katulinan, an natawo ha balay, pinalit hin salapi han bisan kan kanay nga dumuruong nga diri ha imo katulinan
pinili	9	1 selected; chosen 2 tasteful; elite	n.	mod.	 Maaram hira mag ekonomiya ngan maaram han tubtoban han ira pinili nga hinihisgotan
pirit	9	to force; to coerce; to insist; to impose; to press; to persist; to rape	v.	mod.	 Inop nga napara sa mga mata daw aso Diri magaantos, pirit ako nga mag aantos An luha sa mata, daw burabod, ay ahay
prinsipe	9	prince	n.		 Ambot, kun an prinsipe an naasawa han prinsesa o adto nga nag istorya
saging	9	banana	n.		 Paghikadto la ha baybayon, nakaagi hira hin saging
sarakyan	9	vehicle; vessel; transportation	n.		 An mga berso nga nasusulod han parenthesis , iginpapaabot para han mga pasahero labi na an mga lalaki nga nangingirogtol basi di hikit an han polis ha butnga han sarakyan ngan bangin makahigayon nga’t ha ilarom han saya—ngalaong, “Panumdom kan imo nanay
sayop	9	mistake	n.		 Waray niya panuyo magtutdo hin moral, diri hiya nag aaghat ha aton nga pagtimbangon kun hin o an sayop ngan tama, hin o an angay sirotan ngan pasidunggan
si (hi)	9	case particle: marker of person; used in front of a proper noun (direct case) pre-name marker	cli.c.p.d.		 Aadto si Harold sa Tacloban.
simbahan	9	church	n.		 ” Amo ngay-an adto an patrona dinhi ha simbahan
sini nga	9	this/these (near the speaker and addressee	pro.d.		 Hingyap Hingyap co pag beling mga cali awan Og bolong san saquit sinin acon dughan Cay nabutnga aco sini nga calaodan Hilu ag nga dagat sinin cacuri an
syudad	9	city	n.		 Ta, nagbutang na ngahaw dida gud han siyudad hin krus
tambalan	9	doctor; medicine man; faith healer; quack doctor	n.		 Nagkuan hira hin tambalan
tanaman	9	plant; garden	n.		 \tGen 2 8 Ngan an Ginoo nga Dios nagtanum hin tanaman gapil ha sinirangan, ha Eden
tikangan	9	begin; start	v.		 Kay basi tikangan ini’n pasaro
tingali	9	maybe; perhaps	mod.		 Kondi inabut ako hin kakulba Ug an kamingaw namara para Kay kon tingali an ak pagla um Bangin daw la nim kawangon
trigo	9	wheat 	n.		 ginsangkapan ko hiya hin trigo ngan bag-o nga alaksio ngan Ano an akon buhuhaton ha imo, anak ko
tudlo	9	finger; digit	n.		 Ginbiling an mga kawatan, ug mga tudlo pinamutulan
tulin	9	bloodline; consanguinity; lineage; kindred; kinfolk	n		 AN TIKA Ito nga tawo nga tulin han Vacal, hi Israel
ukoy	9	1 stop; cease; discontinue; halt; dwell; 2 to inhabit	v.		 \tGen 13 6 Ngan an tuna diri igo para ha ira basi hira magukoy hin tirig-ub kay an ira manggad damu, sanglit diri hira makakag ukoy hin tirig-ub
umabut	9	arrived	v.		 Ha pagka-matuud ako mabalik nganhi ha imo kon umabut an panahon
unom	9	six 	num.reg.		 An ika unom nga namatay, hi Nanay ginpainop na, ginsaway hiya hin lagas nga, “Iday, ayaw gad kamo dida pagtinanom kay nasasabod iton akon libong
aga-aga	8	very early in the morning	n.	mod.	 \tMar 16 2 Ngan han agaaga pa gud, ha siya-han nga adlaw han semana, hira ina-but ha lulubngan, han tisirang pa la an adlaw
ahensya	8	agency	n.		 Dugang pa ni Lebico nga waray pulos an ginsesering nga rehabilitasyon han mga mining nga korporasyon ngan ahensya han aton gobyerno kay maaram kita nga an pagbalik han matambok nga tuna nga gin ukad han mina in diri derekta maliliwanan bisan paman hin usa ka dekada, mas ginpapakita pa han NICUA an grabe nga pagpodpod hin mga komersyal nga abono para kuntaloy kitaon an maupay nga ani han ira gintanom nga humay ha lugar han ginminahan
anhi	8	is here (near the speaker and listener)	pro.d.		 “Agi daw, anhi in’ tubak, nangagat
ano man	8	what?; what more?; what about it?;  how?; how come?	pro.i.	intrj.	 Waray pa gud ka puno,waray pa gud kasadang 8 Dire pa gad urhe magbalos ka ha mga pobre Tagan mo gad hira hin proyekto nga de kalibre An para ha mga kablas,ihatag daw testengi Lugod dugangan pa,ayaw la pag ibani 9 Ipakita an tangkod ngan sinsero nga serbisyo Ha aton nasyon,probinsya,bungto o ha mga baryo Ini an nawawara nga susi, dalan han pag asenso Nabilngan han molopyo,pamaagi ha imo 10 Marayhak huna huna-on an lider nga napaid May ada konsensya na ugop hin tul-id Labi ha mga kairo serbisyo in nasasahid Susbaranan nga pulitiko waray gud malupig 11 Sangkay akon pulong ayaw ika urit Lugod magpasalamat kun dire ka dawit Imo ipadayon tinguha ayon han langit An im kabaraan waray gud masanglit 12 Ayaw pagpalaum imo nala trabaho on Maupay nga implementasyon han proyekto pasi urogon Matadong nga dalan han kauswagan dumdumon Ehemplo nga pamunuan,igindadasig han nasyon 13 Inin usa nga molopyo tingali nagpananglit Kun ikaw natot unan ayaw ikabigit Utro pamalandong pagpamensar hin hingpit Kun batingoran ka dire man ak mapirit 14 Ayaw sangkay paghuna ikaw yana in manggaran Ginbibi ay biay mo adton kakablasan Kay sumulpot an tawo hinin kalibutan Waray anuman nga dara,ngatanan tatalikdan… 1 Sangkay eleksyon na liwat An kada kandidato may ada pasamwak Mag tam-is nga pulong ira mga sumat Agud kita madara ngan utro mauwat 2 Tikang daw ha kablas, maugop ha kablas Gin anak nga pobre,papasi urogon an mga pobre Kamatayhom pamation kay ira puntirya para ha aton 3 An ira ba kasantop kita di maaram Ira mga buhat kun ada na ha lingkuranan Naanod nga saad ,kita gin talikdan ka demalas manla naton hira hura hura man 4 Akon pakiana kutob ini san-o
aringit	8	irritable	mod.		 LYSISTRATA Upod na gihapon an mga taga-Baryo Aringit
baboy	8	pig	n.		 May mga baboy nga nagdidinalagan, kinabuwasan adto
bairan	8	whetstone 	n.		 Kumusta na man an Bairan
bali	8	1 importance; worth; value 2 to obey; to take heed; to pay attention 3 to get credit	n.	v.	 ” “ Diri na gad la bali kay batid man ako nga nagugma man hiya han akon uyagan
beses	8	turns; times	n.		 An pagsusol, an pagtatagoa ngay an nira kay hadto usa ka beses nasiring nga may ‘da kuan rabbit, nga inin nagmiminakaluoy ha leon nga, “Ayaw gad, leon ayaw gad ako pagkaona
binmalik	8	returned (object focus)	v.		 \tGen 31 55 Ngan han agaaga pa hi Laban binmuhat ngan hinmarok han iya mga anak nga kalalakin-an ngan kaba-bayin-an, ngan ginbendisionan hira niya ngan hi Laban linmakat, ngan binmalik ha iya lugar
busag	8	white	mod.	n.	 Kun lalaki, mabusag busag
deretso	8	go straight	v.		 Hala gad daw kay pakasakay la kay diretso hurong hurong ngadto han iya uma
dinaop	8	came closer; approach; draw near (object focus)	v.		 \tGen 7 9 Tinagduhaduha dinaup hira kan Noe ha sulud han arka, lalaki ngan babaye, sugad han kanan Dios iginsogo kan Noe
domingo	8	sunday	n.		 Ini mayda suporta dida han libro ni Padre Domingo Ezguerra han 1662 mahitungod han Winaray ha Leyte nga nag-indikar nga han hadto s an ginagamit imbes nga h
eskwela	8	1 student; pupil 2 to go to school	n.	v.	 Diri niya sineseryoso an ira atensyon kay mayda hiya mga inop ngan ambisyon nga makatapos pag eskwela ngan maka agi hin turotuhay nga kahimtang
eskwelahan	8	school	n.		 Duro an kaimpluwensya han Ininglis nga pinulongan hasta nga an literatura na la han nasabi nga lingwahe an igintututdo ha mga eskwelahan
gagamiton	8	will be used; will be utilized; will be using; will be utilizing	v.		 Kun an kalag han usa nga katilingban aada ha iya pinulongan, diri malangbo an usa nga sosyodad kun diri hini gagamiton an iya kalugaringon yinaknan ha iya pamiling hin mga solusyon ha mga problema
gihataasi	8	highest	mod.		 \tMar 2 26 Naonan-o nga sinulud hiya ha balay han Dios, han mga adlaw ni Abiatar, nga gihataasi nga saserdote, ngan kinaon ngan gintagan man niya an mga kaupud niya han mga tina-pay, nga ibinubutang ha atubangan han Dios, nga diri nahaiigo ha ira an pagkaon, kondi ha mga saserdote la
ginsaway	8	advised to stop;reproved; scolded; 	v.		 An ika unom nga namatay, hi Nanay ginpainop na, ginsaway hiya hin lagas nga, “Iday, ayaw gad kamo dida pagtinanom kay nasasabod iton akon libong
grabe	8	serious; grave; acute; severe; too ill 	mod.,		 Norman Bocar, ngatanan mga numero uno nga kritiko ni Palparan han grabe militarisasyon ha kabaryuhan han iya pamumuno
gumawas	8	1 came out; got out;  2 results	v.	n.	 \tGen 19 14 Ngan hi Lot ginawas, ngan nag-yakan ha iya mga umagad nga la-laki nga nagpakaasawa ha iya mga anak, ngan siniring Bangon kamo, gumawas kamo dinhi hini nga lugar
gutom	8	1 hunger; famine 2 hungry	n.	m.	 \tGen 12 10 Ngan may gutum ha tuna ngan hi Abram napakadto ha Egipto basi maukoy hin daliay didto
hagna	8	rice field	n.		 Pagharani ko han amon guti-ay nga sala Naabat ako hin mahagkot harani han porta Mga palad akon guin hapuhap ha butnga Naabat ko hangin nasulod ha buho han sada Tigda la ako nga guin tawag ni Tatay Botoy, anak diri la maiha pakadi anay Guin pakita niya an kaha han posporo Ngan kumuha hiya hin usa nga palito Iya ipinakita ha akon kun ano an tama Ini an pagtalabok ha usa nga kalsada Lingi ha tuo ngan sid-ap ha imo wala Kun waray na awto tumalabok ka na An hingyap ni Tatay nga para ha akon Mahibaro mag-usaan, waray nadul-ong Hadto nga panahon diri ko maintindihan Kay-ano ako mag-uusaan ha kadalanan Iya tutdo ha akon in dalan nga matadong Bisan matunok , matumba sige la padayon Waray masayon ha bawbaw hit kalibutan Kinahanglan kita mag-antos hin kakurian Hi Tatay in anak hin usa nga mag-uruma, Timprano pa ha aga nabuhat na hiya, Diretso dayon ha hagna para mag arado Ha iya hunahuna makatima hin timprano Masulod ha eskwelahan bitbit an tsinelas Unom ka kilometro nga dalan binabaktas Uran sirak an mga adlaw nga guin antos Naging Valedictorian pa hiya pakatangpos An tawo unta masugad hin karabaw Halaba it pasensya, ulo pirmi la “bow” Bisan mahapdos na an mga latigo Waray reklamo, padayon it trabaho Tikang pa hadto han akon pagkabata Waray ak kumita kan Tatay nga nasina Sobra hin ka halaba an iya pasensiya Bisan mga anak hatag puro problema Trabaho ngan eskwela guin dungan niya Maka tapos la ha kurso nga abogasiya Sobra upat ka tuig nga iya pag inantos Naging abogado guihap ha pagkatapos
higda	8	to lie down; to rest;  to couch; to go to bed	v.		 Ta, an hilot naman nakuan na ito, “Hala higda kuno
higugma	8	love	n.	v.	 An ine nga hugpo lawiswis kawayan Diin an higugma nga may rayandayan Magtutugtog dayon mga ginlatayan Maglipay ngatanan mga kasaangkayan
hinatag	8	given (by someone to somebody)	v.		 Iya liwat ini hinatag kan Anna nga hinumdoman kay nahuman na an iya trabaho hadto nga kulop
husto	8	enough; right; proper; correct	mod.		 Ginbuno ha kilid, ginpatay hin husto Tungod la han birtud han kapintasan ko Kay an kapintasan ko baga waray tangkod Bisan it matalaw pirit nagmamakusog
ideya	8	idea	n.		 Natipa ako han ideya nga nihilistic o, existentialist an panmahungpahong han mga Waray
ika-tulo	8	third (ordinal)	num.or.		 Harani nga sumat, ikaduha hasta ngadto han ikatulo ug ikaupat ka sapad nga bukid.
inmabot	8	arrived	v.	n.	 Gen 32 6 Ngan an mga sorogoon binmalik kan Jakob nga nasiring Inmabut kami ha imo bugto nga hi Esaw, ngan labut pa hiya tikanhi na pagsugat ha imo, ngan uupat ka gatus ka tawo upud ha iya
irong	8	nose	n.		   An kolor berde nga hulagtob amo an irong ngan an porma han tarong nga granate an iya ginhimo nga baba
kaburut-on	8	will; purpose; desire	n.		 \tGen 23 8 Ngan hiya nakighirohimangraw ha ira, hin pagkasiring Kon amo an iyo kaburut-on nga ako maglubung han akon minatay ha gawas han akon paniplatan, pamati-i ako niyo, ngan pangaroa tungud ha akon kan Epron nga anak nga lalaki ni Sonar,\t
kagab-ihon	8	night; time of darkness	n.	mod.	 Kay mga katutnga na ada adto hin kagab-ihon
kakaonon	8	will eat	v.		 Siring na la an leon, “Ikaw nga uding ka, hadakpan ko ngani ikaw, bisan it’ imo tae, kakaonon ko
kamatuuran	8	truth; reality	n.		 Sugad hini an iya pamati han kontra gusto niya pakahibaro  han kamatuuran han iya pagkatawo
katungdanan	8	position; rank; social status; a post of employment	n.		 An babayi anak hin hadi, an lalaki anak hin may kwarta pero waray katungdanan ha gobyerno
katutnga	8	midnight	n.	mod.	 Morena an panit niya pero klaro an iya pagka maanyag kay mas maitom pa han katutnga han kagab ihon an iya halaba nga buhok nga abot ha iya hawak
kaunman	8	sixty 	num.reg.		 \tGen 5 15 Ngan hi Mahaialel nabuhi hin kaunman kag lima ka tuig, ngan naganak kan Jared \t
kaya	8	ability to accomplish	n.	v.	 Kaya naman adto nak sala natambay kada gabi and force myself to watch tayong dalawa…hehe
kerida	8	querida; mistress	n.		 Pati an kabayo nakatangis tungod han iya bugto nga, inin, ginpatay han iya kuan, han kerida han iya tatay
kumanhi	8	came here; came here where we are 	v.		 Ayaw gad pagsak i, Lubi lubi Kon maruruyag ka kumaon hin silot Didto la nga didto la Kan Nanay nga didto la
lubnganan	8	tomb; sepulchral; grave	n.		 Akon pamimilngon an iya lubnganan ngan ipapaayad ko ini
lusad	8	to alight; to climb down; to come downstairs; descend; dismount; to go down 	v.		 ” “Hala,” kuno, “karabaw, lusad ngadto ha tuna
maanyag	8	beautiful	mod.		 Ha 5 bawbaw han Kanhuraw namumutang an City Hall kun diin liwat tinatamdan an maanyag nga dagat han Kankabatok
mag-asawa	8	couple; husband and wife	n.		 Ngan dida, may ’da mag-asawa ha Olot
magbarantay	8	guardian	n.		 Magbarantay ba ako han akon bugto
mahitungod	8	1 because  2 about; around; anent; pertaining	mod.		 Kay Bisan ito yana nga kinada tuig nga creative writing workshop ha Calbayog nga gindudumara ni Phil Harold Mercurio, NCLA NCCA Coordinator for Eastern Visayas, nahimugso mahitungod han paningkamot ni Merlie Alunan
mahugaw	8	dirty; filthy; nasty; untidy; unsanitary;  unkempt	mod.		 An pansit nga mahugaw ayon han dila, Langag langag, mga but ol naton din’ ha Tacloban
maisog	8	brave; courageous; gallant	mod.	n.	 Tak tatay maisog nga naatubang hit ngatanan nga nakakalisang
makabati	8	will hear; can hear 	v.		 Dumako ako nga nag iinukoy la ha amon balay, kun makabati han mga iru istorya han kadagkunahan, sulod ha usa nga talinga, gawas ha usa an nababatian
makakahimo	8	be able to do something; be able to make something; be able to fabricate something	v.		 \tGen 2 16 Ngan an Ginoo nga Dios nagsogo han lalaki, nga nasiring Ha tagsa nga kahoy han tanaman makakahimo ikaw pagkaon hin waray makauulang,\t
makaon	8	1 will eat 2 glutton; voracious; greedy	v.	mod.	 Panguha, makaon ako
makikita	8	visible; will be seen; can be seen; will manifest; will be obvious	v.		 Ha ira mga obra, waray makikita nga impluwensya tikang ha iba nga tradisyon hin pagsurat
manog-banog	8	kite	n.		 Paggawas nira ha mall, may mga naglalaray nga iba iba nga klase hin manogbanog ha daplin han karsada
masugad	8	will become (like that thing); become (like that thing); like (that thing)	v.	mod.	 Ito nga kawayan han kasanhi, ibinubutang dida, may ada ka masugad hito
matuod	8	1 in truth 2 will believe	mod.	v.	 \tGen 4 24 Kon hi Kain iginbulus hin maka-pito, matuud nga hi Lamek makapi-toan kag pito
mulupyo	8	citizen; people; civilian; inhabitants of the town or, city;	noun		 It iya la ginpoproblema kun ano it kakaunon hit iya mga tawo niyan, kun hino it gwardya niyan hit gab i, ngan kun h ino pa ha molopyo it waray pa makaasawa
munisipyo	8	municipality	noun		 Kay atbang man la ito hit’ munisipyo namon
nababatian	8	what one is hearing; what one hears (present progressive stative verb)	v.	n.	 Dumako ako nga nag iinukoy la ha amon balay, kun makabati han mga iru istorya han kadagkunahan, sulod ha usa nga talinga, gawas ha usa an nababatian
nabati	8	able to hear; can hear (stative verb)	v.	n.	 Kon nadangat na an gab i upod an kamingaw Labi kon nabati han huni han kalaw Pagpurak han sidlangan, pagpuni as han adlaw Pagkalpad han maya, dinumdom ko ikaw Ginhingyap ka han inagi nga adlaw Ug an himaya nga hingpit gayud
nagbendision	8	blessing; benediction	n.		 \tGen 1 22 Ngan an Dios nagbendision ha ira, nga nasiring Magmabungaon kamo ngan magdamo, ngan pun-a an mga tubig ha kadagatan, ngan magdamo an katamsihan dida ha tuna
nagkalakat	8	went (somewhere en masse)	v.		 ngan hira nagkalakat upud ha ira tikang ha Ur ha Kaldea, ngadto ha tuna ha Kanaan
nagkikita	8	is/was watching; are/were watching	v.		 Iya kuno ini ginpapakianhan nga mago kun nagkikita hira, “Kumusta
naglinakat	8	wandered	v.		 Iya gud man kaptan an bukad, naglinakat na hiya ha dagat
nag-uusoy	8	crawling ;creeping	v.		 \tGen 1 25 Ngan ginhimo han Dios an mga mananap ha tuna sugad han ira kalainan, ngan an kabakahan ha ira kalainan, ngan an ngatanan nga nagoosoy ha tuna sugad han ira ka-lainan, ngan kinita han Dios nga maopay
nahatutungod	8	right above, under, in front of or, below; about; relevant to	mod.		 \tMar 6 52 Kay waray hira sumabut han nahatutungud ha mga tinapay
nailiw	8	yearning; is yearning	v.		 ” Asya ada nga naimbento nira an tuba ug ignom, agud liawon an kada tagsa nga kalugaringon tikang han “kawaray mahihimo” ha “pag ukoy
nakaon	8	1 eat  (stative) 2 has eaten	v.	n.	 Dida tirok na pero di nakaon an babayi
nakasabot	8	was able to know; was able to understand	v.		 Nagpipinamati hiya han kondisyon nga kun kaso magsala, pamamatayon ini nga kabataan, an inay nakasabot nga ini nga duha nga gwardya iya gud mga anak,hasta nga nag umagahon, an inay nagplano, nga tanan didto pinangogkay, mga kabinet, mga papel, nga tanan hasta an iya bado, pagka aga, kahuman han sarayaw, abot na an kapitan ngadto han barko, saka, reklamo diretso, ginpirowisyo ako hito nga duduha nga gwardya, kitaa la iton pamisti
nangabot	8	arrived (plural)	v.		 \tGen 34 7 Ngan an mga anak nga kalalakin-an ni Jakob nangabut tikang ha kapa-tagan han ira pakabati hini ngan an mga tawo nasubo ngan nagkasisina hira, kay nagbuhat hiya hin mangil-ad ha Israel ha pahigda ubay han anak nga babaye ni Jakob
nasulod	8	1 about to enter 2 interior	v.	mod.	 ” Hinkikit an gud it’ nira nga an bata, nga napasuso gud it’ hiya, nasulod han muskitero, nagawas
nasyon	8	nation	n.		 \tNiyan, hadto nga panahon an kada nasyon nagbabalyo’n hadi
natikang	8	1 origin;  beginning 2 begins; originates	n.	v.	 Tinalikog hiya han iya hinsabtan kun diin natikang – kan iya nanay ngan an  lalaki nga diri pa niya hinkikilal an
nawara	8	1 lost; missing 2 the late; deceased;	v.	n.	 , hi nawara Polano, hi Nawara Polana
padara	8	1 remittance; parcel sent by carrier or post; anything to take  2 to send; to ship; to transmit; to dispatch 3 to get persuaded; to persuade	n.	v.	 Tukdo han kalo, taklos han iya sundang, bitbit han bayong nga suloran hin mani nga padara han iya bugto para ngadto han iya kaumangkonan
pagsumati	8	the time (someone) was told	v.		 An pagkita naman ngan pagsumati ko ha iya nga wara ako makaupod han mga pinmasar, mas nahi una pa hiya pag tuok ha akon
pag-ukoy	8	1 to stop; to be still;  2 to reside; to lodge; to dwell	v.		 ” Kay hi Isong, iya katampo hin pag-ukoy ha balay, nagkatampo hira puros namon boy-boy
palit	8	buy; the act of buying	n.	v.	 Kamamahal han palit ko hito
panganuron	8	atmosphere; firmament	n.		 \tGen 1 6 Ngan an Dios nagsiring Mag-kaada panganoron ha butnga han mga tubig, ngan makakagbulag an mga tubig tikang ha mga tubig
panguna	8	leading; most important	mod.		 Bisan padayon an pag unhan han medya, han Pilipino nga pinulongan ngan han Ininglis, ngan han urbanisasyon han mga panguna nga mga bungto, an DYVL poplunganon padayon nga nag iingganyo hin manmarati ha rehiyon
panhitabo	8	events; happenings	n.		 Ha populasyon han rehiyon, an mga manmarati han kinada aga nga balita an may kasayoran han mga panhitabo han sosyudad
pobre	8	poor	n.	mod.	 Ipapakita ta hin bug os an usa han iya mga obra AN KINABUHI HAN TAWO Kinabuhi’n tawo puno hin misteryo, Damo nga paki ana nasulod ha ulo, Hin o ba gud hira ikaw man ug ako Kay ano may pobre ug sugad man riko
pukot	8	fish net	n.		 Iya hinihikas an iya pukot ngan nauli hiya ha ira dara ghapon an iya dakop
puto	8	1 rice cake 2 youngest child; 3 bankrupt	n.	mod.	 Dumako ako nga ginyayam iran an muron, puto ngan duma ha lamesa, kay an spaghetti, cake, salad, mango float an ginbibiling han akon banyaga nga dila
resulta	8	result; effect	n.		 A da, pagkuan hiton, “Buwas, kakadtuon ko it’ hiya hit’ ira balay kun ano it’ resulta niya
saksi	8	witness	n.		 Gen 31 44 Ngan yana, kadi, ngan paghimo kita hin kaoyonan, ako ngan ikaw ngan mahimo unta ini nga saksi ha aton atubangan
santo	8	saint; holy; sacred	n.	mod.	 Surundanon han mga parahilot nga mangnguha hin mga tanum nga nakakabulong didto ha kagurangan kun Biernes Santo
santos	8	1 saints 2 holy; sacred	n.	mod.	 Debosyon ha sanmiguel an debosyon ni Mana Gilang Han diri santos, pero santos an ngaran… O sanmiguel, an diri arkanghel, nga aada ka ha botelya, nga kun napupuno tak bana hit im impluwensya, naawas it im kapag-ad ha iya mata ngan baba ngan maguwa tanan nga ngaran hin yinawa Pahirayo intawon na Basi an kada pag-uli tak bana, Diri na tag ala-sais hit aga Diri na mabity tak anak Han iya kapadla Diri na maghinubas it iya bursa Ngan diri nak maluhod ha altar Nga may bun-og it lawas, Ngan nag-iiritom tak mata Matuman na, matuman na kunta
sapit	8	beside; next to;  adjoining	n.	mod.	 An sapit hini nga bungto ngadto ha unhan pa ha katundan in nagsi cebuano na
sarapati	8	dove; pigeon	n.		 \tGen 8 9 Kondi an sarapati waray pakaagi hin pahuwayan han rapadapa han iya tiil, ngan hiya binalik ngadto ha iya ha arka kay an mga katubigan naguup pa han nawong han bug-os nga tuna ngan iya inunat an iya kamot ngan iya kinaptan, ngan iya isinulud ha iya ha arka
semana	8	week	n.		 Iton nga nag aanak, usa ka semana an pag inuro alogbati niya
sementeryo	8	cemetery	n.		 Di na kinahanglan hin space ha sementeryo kay pwede man nira iglubong ha ira libong or ikada hin vase or crematory jewelry
sirong	8	below; under; beneath; underneath	mod.		 Nagkuan it’ hiya, didto ha sirong la anay
subay	8	1 review; iterate; quote; repeat; basis 2 to lead the way; to show the right thing; base on something	n.	v.	 Gintirotimbang ug diri paturapak an iya paglatag han magkadirudilain nga mga personalidad, ibinutang hin maupay subay han pagkasunodsunod—an matambok ngan magasa,an nagdadagmit ngan naghihinay, an damo an karadtoan ngan uusa la, og an sumarakay nga damo an dara tubtob waray na niya malilingkuran
sumakay	8	rode; boarded; mounted	v.		 Dayon sumarakay gintawag nira, Kampay ha tuo, kampay ha wala, Waray kaiha may awto nga pumarada Ngan damo nga pasahero an sumakay ha ira
sus	8	Jesus!; Lord have mercy!	intrj.		 An ira, sus kay mga de binggala, baga in mga de binggala, mga de kolor nga bala nga nag-agi dinhi, tapos ngadto ha bukid
talaga	8				 Nadire ak han katikangan kay mabaho tas bagat mahugaw pero kay nagpipirit talaga hi mama ansya napiritan nala ak nga himuon
tanom	8	1 plant (anything); crop; growing plant 2 to plant (rice)	n.	v.	 Surundanon han mga parahilot nga mangnguha hin mga tanum nga nakakabulong didto ha kagurangan kun Biernes Santo
telebisyon	8	television	n.		 An pamahaw ha Samar og Leyte permi binabahogan hin mga sumat tikang ha telebisyon o radyo
tinipigan	8	keepsake; remembrance; securely  kept	n.	mod.	 Diri ako maaram han aton mga tinipigan nga tradisyon, mga susumaton, mga epiko
tiringgan	8	vowel	n.		 Para han hinuram o, espesyal nga klase hin mga termino, papahalawigon an abakadahan basi mahilakip an tiringgan Ee Oo ug mangarabay Cc Ff Jj Nñ Qq Vv Xx Zz
tulay	8	bridge	n.		 Hadto kuno kay may ‘da hiton tungod hit’ gintulayan dida ha Bungsay, kay duduha it’ tulay, ada ha Bungsay, kahuman, aadto pa harani na hit’ nakikita hit’ embarkadero, usa nga tulay
tun-og	8	dew	n.		 Pagtikang han panuro han tun-og Mga bukad ngan dahon paghumog Inin luha, daw burabod, Waray hunong hin pagtubod
tutuo	8	1 alas!; oh my!; how painful 2 certain; true	intrj.	mod.	 Ini nga libaong kay gin iinitsahan hini’n mga pago hin nipa nga linagusohan, may halo nga nakadto, naluok, kahulog niya kay dinmalagan an halo, totoo an padi… “Intoy, Intoy
tyempo	8	time; period in history	n.		 Baga hin naduyog an tiyempo han iyan pamati
uding	8	kitten	n.		 Ini, tungod naman ini hiton kuan, uding
ugsa	8	before	l.	mod.	 Diri ba an pulong nga “pag ukoy” nagpapasabot nga ugsa an usa nga tawo makanhi ha kalibutan—diri hiya naukoy, naglalakaton hiya or in motion
uma	8	farm; meadow	n.		 ” Amo ito iton karabaw yana nabulig hit’ pag uma naton, pagkuan hiton mga kahagnaan, panhakot, nga tanan
umukoy	8	1 stopped 2 to stay; to reside	v.		 Han pag agi han mga katuigan, umukoy an pagbisita ngan pag alog hini nga mga tikasan ha Musongbusong
uupat	8	four (restrictive numeral)	num.res.		 An pag ayad hin usa ka stanza* tag upat o tagduha nga linya han kadaan nga pagsiday may sukol og may tugma o magpareho nga tunog ha kada kataposan han duduha o uupat nga linya
wala	8	left	mod.		 o kon ikaw kumuha han ha too, ako mapakadto ha wala
Waray	8	a language of Samar and  Northeastern part of Leyte; a speaker of Waray language	n.	mod.	 An Winaray tinatawag gihapon nga Binisaya nga Lineyte-Samarnon o Sinamar-Leytenhon o Waray o Waray-Waray usa nga Binisaya nga yinaknan
